country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Canada,2007,10392,"Swine, live except pure-bred breeding > 50 kg",Export,392687965,274816944.0,Number of items,3283250.0,01_live_animals
Canada,2007,10410,"Sheep, live",Import,3139282,1216601.0,Number of items,26129.0,01_live_animals
Canada,2007,10410,"Sheep, live",Export,28016,11647.0,Number of items,86.0,01_live_animals
Canada,2007,10420,"Goats, live",Import,113276,43441.0,Number of items,1060.0,01_live_animals
Canada,2007,10420,"Goats, live",Export,61940,21984.0,Number of items,125.0,01_live_animals
Canada,2007,10511,"Fowls, live domestic < 185 grams",Import,21916266,409162.0,Number of items,23530042.0,01_live_animals
Canada,2007,10511,"Fowls, live domestic < 185 grams",Export,11225887,255443.0,Number of items,5334931.0,01_live_animals
Canada,2007,10519,"Poultry, live except domestic fowls, < 185 grams",Import,4179883,13936.0,Number of items,4216775.0,01_live_animals
Canada,2007,10519,"Poultry, live except domestic fowls, < 185 grams",Export,22597730,,Number of items,7975665.0,01_live_animals
Canada,2007,10591,"Fowls, live domestic > 185 grams",Import,1245896,22692513.0,Number of items,553795.0,01_live_animals
Canada,2007,10591,"Fowls, live domestic > 185 grams",Export,273674,163491.0,Number of items,187799.0,01_live_animals
Canada,2007,10599,"Poultry, live except domestic fowls, > 185 grams",Import,2361,7.0,Number of items,359.0,01_live_animals
Canada,2007,10599,"Poultry, live except domestic fowls, > 185 grams",Export,7268848,,Number of items,973057.0,01_live_animals
Canada,2007,10600,"Animals, live, except farm animals",Export,54021426,,No Quantity,,01_live_animals
Canada,2007,10600,"Animals, live, except farm animals",Re-Import,1742,1.0,No Quantity,,01_live_animals
Canada,2007,10600,"Animals, live, except farm animals",Import,37239004,,Number of items,1254413.0,01_live_animals
Canada,2007,10600,"Animals, live, except farm animals",Re-Export,1083318,,Number of items,26094.0,01_live_animals
Canada,2006,10111,"Horses, live pure-bred breeding",Re-Import,11596,563.0,Number of items,5.0,01_live_animals
Canada,2006,10111,"Horses, live pure-bred breeding",Re-Export,64646,1971.0,Number of items,5.0,01_live_animals
Canada,2006,10111,"Horses, live pure-bred breeding",Export,4459627,135964.0,Number of items,1175.0,01_live_animals
Canada,2006,10111,"Horses, live pure-bred breeding",Import,5216666,253233.0,Number of items,1233.0,01_live_animals
Canada,2006,10119,"Horses, live except pure-bred breeding",Re-Import,162147,24841.0,Number of items,136.0,01_live_animals
Canada,2006,10119,"Horses, live except pure-bred breeding",Re-Export,656017,65331.0,Number of items,92.0,01_live_animals
Canada,2006,10119,"Horses, live except pure-bred breeding",Export,44917669,4473242.0,Number of items,20768.0,01_live_animals
Canada,2006,10119,"Horses, live except pure-bred breeding",Import,42115191,6452185.0,Number of items,27698.0,01_live_animals
Canada,2006,10210,"Bovine animals, live pure-bred breeding",Export,848442,308982.0,Number of items,48.0,01_live_animals
Canada,2006,10210,"Bovine animals, live pure-bred breeding",Import,1386692,461589.0,Number of items,1946.0,01_live_animals
Canada,2006,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,80506,32785.0,Number of items,91.0,01_live_animals
Canada,2006,10290,"Bovine animals, live, except pure-bred breeding",Export,1047293286,479569308.0,Number of items,1045033.0,01_live_animals
Canada,2006,10290,"Bovine animals, live, except pure-bred breeding",Import,13323948,5426043.0,Number of items,36111.0,01_live_animals
Canada,2006,10310,"Swine, live pure-bred breeding",Export,6458409,1049971.0,Number of items,11528.0,01_live_animals
Canada,2006,10310,"Swine, live pure-bred breeding",Import,298296,47877.0,Number of items,355.0,01_live_animals
Canada,2006,10391,"Swine, live except pure-bred breeding < 50 kg",Export,248218659,109354845.0,Number of items,6014268.0,01_live_animals
Canada,2006,10391,"Swine, live except pure-bred breeding < 50 kg",Import,164596,68938.0,Number of items,97.0,01_live_animals
Canada,2006,10392,"Swine, live except pure-bred breeding > 50 kg",Export,339924213,237725522.0,Number of items,2751189.0,01_live_animals
Canada,2006,10392,"Swine, live except pure-bred breeding > 50 kg",Import,92848,62791.0,Number of items,109.0,01_live_animals
Canada,2006,10410,"Sheep, live",Export,414694,195995.0,Number of items,3159.0,01_live_animals
Canada,2006,10410,"Sheep, live",Import,1858477,719453.0,Number of items,15835.0,01_live_animals
Canada,2006,10420,"Goats, live",Export,31555,12506.0,Number of items,77.0,01_live_animals
Canada,2006,10420,"Goats, live",Import,24766,9127.0,Number of items,1.0,01_live_animals
Canada,2006,10511,"Fowls, live domestic < 185 grams",Export,8800642,162239.0,Number of items,5542129.0,01_live_animals
Canada,2006,10511,"Fowls, live domestic < 185 grams",Import,19116731,304635.0,Number of items,20659625.0,01_live_animals
Canada,2006,10519,"Poultry, live except domestic fowls, < 185 grams",Export,14166158,473267.0,Number of items,7528547.0,01_live_animals
Canada,2006,10519,"Poultry, live except domestic fowls, < 185 grams",Import,5811962,158415.0,Number of items,4619444.0,01_live_animals
Canada,2006,10591,"Fowls, live domestic > 185 grams",Import,1033373,14504663.0,No Quantity,,01_live_animals
Canada,2006,10591,"Fowls, live domestic > 185 grams",Export,861853,365972.0,Number of items,505014.0,01_live_animals
Canada,2006,10599,"Poultry, live except domestic fowls, > 185 grams",Import,1549,69855.0,No Quantity,,01_live_animals
Canada,2006,10599,"Poultry, live except domestic fowls, > 185 grams",Export,9116697,3379236.0,Number of items,1480941.0,01_live_animals
Canada,2006,10600,"Animals, live, except farm animals",Re-Export,497822,15637.0,No Quantity,,01_live_animals
Canada,2006,10600,"Animals, live, except farm animals",Re-Import,334,4.0,Number of items,9.0,01_live_animals
Canada,2006,10600,"Animals, live, except farm animals",Export,46912442,,Number of items,1648959.0,01_live_animals
Canada,2006,10600,"Animals, live, except farm animals",Import,27395409,,Number of items,1070592.0,01_live_animals
Canada,2005,10111,"Horses, live pure-bred breeding",Import,3335782,161929.0,Number of items,859.0,01_live_animals
Canada,2005,10111,"Horses, live pure-bred breeding",Export,5337113,162717.0,Number of items,1298.0,01_live_animals
Canada,2005,10111,"Horses, live pure-bred breeding",Re-Export,225480,6874.0,Number of items,37.0,01_live_animals
Canada,2005,10119,"Horses, live except pure-bred breeding",Import,35329546,5412602.0,Number of items,22852.0,01_live_animals
Canada,2005,10119,"Horses, live except pure-bred breeding",Export,42665115,4248915.0,Number of items,36256.0,01_live_animals
Canada,2005,10119,"Horses, live except pure-bred breeding",Re-Export,1299259,129390.0,Number of items,228.0,01_live_animals
Canada,2005,10119,"Horses, live except pure-bred breeding",Re-Import,256977,39370.0,Number of items,11.0,01_live_animals
Canada,2005,10210,"Bovine animals, live pure-bred breeding",Import,1371888,456661.0,Number of items,847.0,01_live_animals
Canada,2005,10290,"Bovine animals, live, except pure-bred breeding",Import,3245505,1321699.0,Number of items,20261.0,01_live_animals
Canada,2005,10290,"Bovine animals, live, except pure-bred breeding",Export,518987948,237651377.0,Number of items,562600.0,01_live_animals
Canada,2005,10310,"Swine, live pure-bred breeding",Import,430444,69087.0,Number of items,452.0,01_live_animals
Canada,2005,10310,"Swine, live pure-bred breeding",Export,8480219,1378665.0,Number of items,22758.0,01_live_animals
Canada,2005,10391,"Swine, live except pure-bred breeding < 50 kg",Import,95139,39847.0,Number of items,85.0,01_live_animals
Canada,2005,10391,"Swine, live except pure-bred breeding < 50 kg",Export,240511932,105959580.0,Number of items,5414931.0,01_live_animals
Canada,2005,10392,"Swine, live except pure-bred breeding > 50 kg",Import,237989,160947.0,Number of items,230.0,01_live_animals
Canada,2005,10392,"Swine, live except pure-bred breeding > 50 kg",Export,366082821,256019507.0,Number of items,2777114.0,01_live_animals
Canada,2005,10410,"Sheep, live",Import,45205,17500.0,Number of items,69.0,01_live_animals
Canada,2005,10410,"Sheep, live",Export,122110,57712.0,Number of items,966.0,01_live_animals
Canada,2005,10420,"Goats, live",Import,5504,2028.0,Number of items,8.0,01_live_animals
Canada,2005,10420,"Goats, live",Export,14455,5729.0,Number of items,97.0,01_live_animals
Canada,2005,10511,"Fowls, live domestic < 185 grams",Import,20343323,324181.0,Number of items,19934998.0,01_live_animals
Canada,2005,10511,"Fowls, live domestic < 185 grams",Export,7055802,130073.0,Number of items,7744928.0,01_live_animals
Canada,2005,10519,"Poultry, live except domestic fowls, < 185 grams",Import,5659082,152368.0,Number of items,5509544.0,01_live_animals
Canada,2005,10519,"Poultry, live except domestic fowls, < 185 grams",Export,11532875,386771.0,Number of items,7791696.0,01_live_animals
Canada,2005,10591,"Fowls, live domestic > 185 grams",Import,971286,439693.0,No Quantity,,01_live_animals
Canada,2005,10591,"Fowls, live domestic > 185 grams",Export,4327056,795634.0,No Quantity,,01_live_animals
Canada,2005,10599,"Poultry, live except domestic fowls, > 185 grams",Import,12643,12.0,No Quantity,,01_live_animals
Canada,2005,10599,"Poultry, live except domestic fowls, > 185 grams",Export,11653756,4319634.0,Number of items,1650885.0,01_live_animals
Canada,2005,10600,"Animals, live, except farm animals",Re-Import,47,1.0,No Quantity,,01_live_animals
Canada,2005,10600,"Animals, live, except farm animals",Import,27864468,461644.0,Number of items,1270621.0,01_live_animals
Canada,2005,10600,"Animals, live, except farm animals",Export,49554261,1487821.0,Number of items,2204289.0,01_live_animals
Canada,2005,10600,"Animals, live, except farm animals",Re-Export,793230,10344.0,Number of items,629.0,01_live_animals
Canada,2004,10111,"Horses, live pure-bred breeding",Import,2088410,101378.0,Number of items,936.0,01_live_animals
Canada,2004,10111,"Horses, live pure-bred breeding",Export,4560929,139053.0,Number of items,1209.0,01_live_animals
Canada,2004,10111,"Horses, live pure-bred breeding",Re-Export,192045,5855.0,Number of items,21.0,01_live_animals
Canada,2004,10111,"Horses, live pure-bred breeding",Re-Import,9514,462.0,Number of items,2.0,01_live_animals
Canada,2004,10119,"Horses, live except pure-bred breeding",Import,29285705,4486665.0,Number of items,23102.0,01_live_animals
Canada,2004,10119,"Horses, live except pure-bred breeding",Export,38690680,3853111.0,Number of items,32455.0,01_live_animals
Canada,2004,10119,"Horses, live except pure-bred breeding",Re-Export,1296255,129091.0,Number of items,176.0,01_live_animals
Canada,2004,10119,"Horses, live except pure-bred breeding",Re-Import,2463,377.0,Number of items,2.0,01_live_animals
Canada,2004,10290,"Bovine animals, live, except pure-bred breeding",Import,2437104,992486.0,Number of items,18711.0,01_live_animals
Canada,2004,10310,"Swine, live pure-bred breeding",Import,863040,138520.0,Number of items,1625.0,01_live_animals
Canada,2004,10310,"Swine, live pure-bred breeding",Export,2648347,430553.0,Number of items,7672.0,01_live_animals
Canada,2004,10391,"Swine, live except pure-bred breeding < 50 kg",Import,88132,36913.0,Number of items,179.0,01_live_animals
Canada,2004,10391,"Swine, live except pure-bred breeding < 50 kg",Export,189035534,83281215.0,Number of items,5623494.0,01_live_animals
Canada,2004,10392,"Swine, live except pure-bred breeding > 50 kg",Import,490884,331974.0,Number of items,1507.0,01_live_animals
Canada,2004,10392,"Swine, live except pure-bred breeding > 50 kg",Export,349419830,244366268.0,Number of items,2876308.0,01_live_animals
Canada,2004,10392,"Swine, live except pure-bred breeding > 50 kg",Re-Export,520919,364304.0,Number of items,546.0,01_live_animals
Canada,2004,10410,"Sheep, live",Import,23411,9063.0,Number of items,92.0,01_live_animals
Canada,2004,10410,"Sheep, live",Export,12773,6037.0,Number of items,15.0,01_live_animals
Canada,2004,10420,"Goats, live",Export,33771,13385.0,Number of items,60.0,01_live_animals
Canada,2004,10511,"Fowls, live domestic < 185 grams",Import,19503880,310804.0,Number of items,20879765.0,01_live_animals
Canada,2004,10511,"Fowls, live domestic < 185 grams",Export,7921020,146024.0,Number of items,7967494.0,01_live_animals
Canada,2004,10519,"Poultry, live except domestic fowls, < 185 grams",Import,8292648,215715.0,Number of items,7013623.0,01_live_animals
Canada,2004,10519,"Poultry, live except domestic fowls, < 185 grams",Export,20225596,674672.0,Number of items,10406970.0,01_live_animals
Canada,2004,10591,"Fowls, live domestic > 185 grams",Import,1339985,24653850.0,No Quantity,,01_live_animals
Canada,2004,10591,"Fowls, live domestic > 185 grams",Export,2416441,136479.0,Number of items,806260.0,01_live_animals
Canada,2004,10599,"Poultry, live except domestic fowls, > 185 grams",Import,273194,143261.0,No Quantity,,01_live_animals
Canada,2004,10599,"Poultry, live except domestic fowls, > 185 grams",Export,8980079,3328597.0,Number of items,2597313.0,01_live_animals
Canada,2004,10600,"Animals, live, except farm animals",Export,36035366,1299822.0,No Quantity,,01_live_animals
Canada,2004,10600,"Animals, live, except farm animals",Re-Import,3281,97.0,No Quantity,,01_live_animals
Canada,2004,10600,"Animals, live, except farm animals",Import,22512424,419403.0,Number of items,1086984.0,01_live_animals
Canada,2004,10600,"Animals, live, except farm animals",Re-Export,137127,3901.0,Number of items,136.0,01_live_animals
Canada,2003,10111,"Horses, live pure-bred breeding",Import,3050314,191150.0,Number of items,398.0,01_live_animals
Canada,2003,10111,"Horses, live pure-bred breeding",Export,4115992,153458.0,Number of items,1004.0,01_live_animals
Canada,2003,10111,"Horses, live pure-bred breeding",Re-Import,5460,342.0,Number of items,2.0,01_live_animals
Canada,2003,10119,"Horses, live except pure-bred breeding",Import,27126749,3654304.0,Number of items,23393.0,01_live_animals
Canada,2003,10119,"Horses, live except pure-bred breeding",Export,31287956,3598021.0,Number of items,33605.0,01_live_animals
Canada,2003,10119,"Horses, live except pure-bred breeding",Re-Import,64694,8715.0,Number of items,15.0,01_live_animals
Canada,2003,10210,"Bovine animals, live pure-bred breeding",Import,3859111,1391810.0,Number of items,1433.0,01_live_animals
Canada,2003,10210,"Bovine animals, live pure-bred breeding",Export,5412902,2169901.0,Number of items,5403.0,01_live_animals
Canada,2003,10210,"Bovine animals, live pure-bred breeding",Re-Import,37401,13489.0,Number of items,19.0,01_live_animals
Canada,2003,10290,"Bovine animals, live, except pure-bred breeding",Import,22455273,10958913.0,Number of items,61460.0,01_live_animals
Canada,2003,10290,"Bovine animals, live, except pure-bred breeding",Export,417556429,241893588.0,Number of items,501280.0,01_live_animals
Canada,2003,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,48567,23702.0,Number of items,39.0,01_live_animals
Canada,2003,10310,"Swine, live pure-bred breeding",Import,1512148,209494.0,Number of items,1816.0,01_live_animals
Canada,2003,10310,"Swine, live pure-bred breeding",Export,4476508,874872.0,Number of items,13135.0,01_live_animals
Canada,2003,10391,"Swine, live except pure-bred breeding < 50 kg",Export,149480566,73301792.0,No Quantity,,01_live_animals
Canada,2003,10391,"Swine, live except pure-bred breeding < 50 kg",Import,98272,47697.0,Number of items,353.0,01_live_animals
Canada,2003,10392,"Swine, live except pure-bred breeding > 50 kg",Import,384388,304749.0,Number of items,2111.0,01_live_animals
Canada,2003,10392,"Swine, live except pure-bred breeding > 50 kg",Export,246150949,205592279.0,Number of items,2458173.0,01_live_animals
Canada,2003,10410,"Sheep, live",Import,29180,13601.0,Number of items,421.0,01_live_animals
Canada,2003,10410,"Sheep, live",Export,7821272,3898037.0,Number of items,68867.0,01_live_animals
Canada,2003,10420,"Goats, live",Import,9349,3611.0,Number of items,216.0,01_live_animals
Canada,2003,10420,"Goats, live",Export,601508,,Number of items,8251.0,01_live_animals
Canada,2003,10511,"Fowls, live domestic < 185 grams",Import,19274989,379382.0,Number of items,20605457.0,01_live_animals
Canada,2003,10511,"Fowls, live domestic < 185 grams",Export,8019050,162948.0,Number of items,8575064.0,01_live_animals
Canada,2003,10519,"Poultry, live except domestic fowls, < 185 grams",Import,6166733,204174.0,Number of items,5057433.0,01_live_animals
Canada,2003,10519,"Poultry, live except domestic fowls, < 185 grams",Export,16625761,554705.0,Number of items,8603013.0,01_live_animals
Canada,2003,10591,"Fowls, live domestic > 185 grams",Import,1293161,294954.0,No Quantity,,01_live_animals
Canada,2003,10591,"Fowls, live domestic > 185 grams",Export,2369973,92323.0,No Quantity,,01_live_animals
Canada,2003,10599,"Poultry, live except domestic fowls, > 185 grams",Import,13300,16991.0,No Quantity,,01_live_animals
Canada,2003,10599,"Poultry, live except domestic fowls, > 185 grams",Export,5779616,,Number of items,835039.0,01_live_animals
Canada,2003,10600,"Animals, live, except farm animals",Export,33010556,1189833.0,No Quantity,,01_live_animals
Canada,2003,10600,"Animals, live, except farm animals",Re-Import,17658,494.0,No Quantity,,01_live_animals
Canada,2003,10600,"Animals, live, except farm animals",Import,20551305,440391.0,Number of items,485387.0,01_live_animals
Canada,2002,10111,"Horses, live pure-bred breeding",Import,4251679,290365.0,Number of items,1102.0,01_live_animals
Canada,2002,10111,"Horses, live pure-bred breeding",Export,3296972,161944.0,Number of items,738.0,01_live_animals
Canada,2002,10111,"Horses, live pure-bred breeding",Re-Import,7452,509.0,Number of items,1.0,01_live_animals
Canada,2002,10119,"Horses, live except pure-bred breeding",Import,30221405,4926175.0,Number of items,28216.0,01_live_animals
Canada,2002,10119,"Horses, live except pure-bred breeding",Export,34457931,5177796.0,Number of items,40470.0,01_live_animals
Canada,2002,10119,"Horses, live except pure-bred breeding",Re-Import,73481,11978.0,Number of items,8.0,01_live_animals
Canada,2002,10210,"Bovine animals, live pure-bred breeding",Import,3365565,1449368.0,Number of items,1433.0,01_live_animals
Canada,2002,10210,"Bovine animals, live pure-bred breeding",Export,12562643,5864080.0,Number of items,8650.0,01_live_animals
Canada,2002,10210,"Bovine animals, live pure-bred breeding",Re-Import,15745,6781.0,Number of items,23.0,01_live_animals
Canada,2002,10290,"Bovine animals, live, except pure-bred breeding",Import,47564638,25014955.0,Number of items,136973.0,01_live_animals
Canada,2002,10290,"Bovine animals, live, except pure-bred breeding",Export,1154904975,752629702.0,Number of items,1681517.0,01_live_animals
Canada,2002,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,102741,54033.0,Number of items,102.0,01_live_animals
Canada,2002,10310,"Swine, live pure-bred breeding",Import,1263676,227744.0,Number of items,3170.0,01_live_animals
Canada,2002,10310,"Swine, live pure-bred breeding",Export,2692622,550955.0,Number of items,16530.0,01_live_animals
Canada,2002,10391,"Swine, live except pure-bred breeding < 50 kg",Import,195756,98530.0,Number of items,5160.0,01_live_animals
Canada,2002,10391,"Swine, live except pure-bred breeding < 50 kg",Export,108654959,59180261.0,Number of items,3757366.0,01_live_animals
Canada,2002,10392,"Swine, live except pure-bred breeding > 50 kg",Import,564865,488264.0,Number of items,5396.0,01_live_animals
Canada,2002,10392,"Swine, live except pure-bred breeding > 50 kg",Export,199331975,180695425.0,Number of items,1966268.0,01_live_animals
Canada,2002,10410,"Sheep, live",Import,65288,32368.0,Number of items,1041.0,01_live_animals
Canada,2002,10410,"Sheep, live",Export,11893944,6616410.0,Number of items,139297.0,01_live_animals
Canada,2002,10420,"Goats, live",Import,34593,14008.0,Number of items,1082.0,01_live_animals
Canada,2002,10420,"Goats, live",Export,861178,409238.0,Number of items,10173.0,01_live_animals
Canada,2002,10511,"Fowls, live domestic < 185 grams",Import,20413274,451020.0,Number of items,24326833.0,01_live_animals
Canada,2002,10511,"Fowls, live domestic < 185 grams",Export,6158301,138932.0,Number of items,6781052.0,01_live_animals
Canada,2002,10519,"Poultry, live except domestic fowls, < 185 grams",Import,5447726,208627.0,Number of items,4469132.0,01_live_animals
Canada,2002,10519,"Poultry, live except domestic fowls, < 185 grams",Export,18701906,24491.0,Number of items,9608148.0,01_live_animals
Canada,2002,10591,"Fowls, live domestic > 185 grams",Import,1294427,,Number of items,3378665.0,01_live_animals
Canada,2002,10591,"Fowls, live domestic > 185 grams",Export,1127174,7483.0,Number of items,401159.0,01_live_animals
Canada,2002,10599,"Poultry, live except domestic fowls, > 185 grams",Import,993,,Number of items,1661.0,01_live_animals
Canada,2002,10599,"Poultry, live except domestic fowls, > 185 grams",Export,5815415,,Number of items,780338.0,01_live_animals
Canada,2002,10600,"Animals, live, except farm animals",Export,32702392,1329602.0,No Quantity,,01_live_animals
Canada,2002,10600,"Animals, live, except farm animals",Re-Import,3978,139.0,No Quantity,,01_live_animals
Canada,2002,10600,"Animals, live, except farm animals",Import,18539308,512120.0,Number of items,436834.0,01_live_animals
Canada,2001,10111,"Horses, live pure-bred breeding",Import,1562866,335.0,Number of items,216.0,01_live_animals
Canada,2001,10111,"Horses, live pure-bred breeding",Export,2741490,754.0,Number of items,350.0,01_live_animals
Canada,2001,10111,"Horses, live pure-bred breeding",Re-Export,89413,30.0,Number of items,11.0,01_live_animals
Canada,2001,10119,"Horses, live except pure-bred breeding",Import,32212203,30730.0,No Quantity,,01_live_animals
Canada,2001,10119,"Horses, live except pure-bred breeding",Re-Import,51637,10.0,No Quantity,,01_live_animals
Canada,2001,10119,"Horses, live except pure-bred breeding",Export,37534874,19312.0,Number of items,3923.0,01_live_animals
Canada,2001,10119,"Horses, live except pure-bred breeding",Re-Export,1092933,195.0,Number of items,114.0,01_live_animals
Canada,2001,10120,"Asses, mules and hinnies, live",Import,58367,254.0,No Quantity,,01_live_animals
Canada,2001,10120,"Asses, mules and hinnies, live",Export,172364,10840.0,No Quantity,,01_live_animals
Canada,2001,10210,"Bovine animals, live pure-bred breeding",Import,3124786,1245.0,No Quantity,,01_live_animals
Canada,2001,10210,"Bovine animals, live pure-bred breeding",Re-Import,4522,10.0,No Quantity,,01_live_animals
Canada,2001,10210,"Bovine animals, live pure-bred breeding",Export,10614404,9422.0,Number of items,9877.0,01_live_animals
Canada,2001,10210,"Bovine animals, live pure-bred breeding",Re-Export,277201,350.0,Number of items,258.0,01_live_animals
Canada,2001,10290,"Bovine animals, live, except pure-bred breeding",Import,153658900,300326.0,No Quantity,,01_live_animals
Canada,2001,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,43282,130.0,No Quantity,,01_live_animals
Canada,2001,10290,"Bovine animals, live, except pure-bred breeding",Export,1063475433,1300464.0,Number of items,2323182.0,01_live_animals
Canada,2001,10310,"Swine, live pure-bred breeding",Import,336886,687.0,No Quantity,,01_live_animals
Canada,2001,10310,"Swine, live pure-bred breeding",Re-Import,19359,71.0,No Quantity,,01_live_animals
Canada,2001,10310,"Swine, live pure-bred breeding",Export,5977504,23171.0,Number of items,15909.0,01_live_animals
Canada,2001,10391,"Swine, live except pure-bred breeding < 50 kg",Import,90981,2731.0,No Quantity,,01_live_animals
Canada,2001,10391,"Swine, live except pure-bred breeding < 50 kg",Export,103462756,3168770.0,No Quantity,,01_live_animals
Canada,2001,10392,"Swine, live except pure-bred breeding > 50 kg",Import,147006,840.0,No Quantity,,01_live_animals
Canada,2001,10392,"Swine, live except pure-bred breeding > 50 kg",Export,250122660,2152298.0,No Quantity,,01_live_animals
Canada,2001,10410,"Sheep, live",Import,96243,1177.0,No Quantity,,01_live_animals
Canada,2001,10410,"Sheep, live",Export,8252864,85470.0,Number of items,245469.0,01_live_animals
Canada,2001,10420,"Goats, live",Import,189844,4534.0,No Quantity,,01_live_animals
Canada,2001,10420,"Goats, live",Export,413642,3765.0,Number of items,6613.0,01_live_animals
Canada,2001,10511,"Fowls, live domestic < 185 grams",Export,3789527,5127639.0,No Quantity,,01_live_animals
Canada,2001,10511,"Fowls, live domestic < 185 grams",Import,20829149,24989374.0,Number of items,10824236.0,01_live_animals
Canada,2001,10519,"Poultry, live except domestic fowls, < 185 grams",Import,5892068,4534992.0,No Quantity,,01_live_animals
Canada,2001,10519,"Poultry, live except domestic fowls, < 185 grams",Export,18085583,8635052.0,No Quantity,,01_live_animals
Canada,2001,10591,"Fowls, live domestic > 185 grams",Import,2294402,4936760.0,No Quantity,,01_live_animals
Canada,2001,10591,"Fowls, live domestic > 185 grams",Export,390328,132774.0,No Quantity,,01_live_animals
Canada,2001,10591,"Fowls, live domestic > 185 grams",Re-Import,195795,130724.0,No Quantity,,01_live_animals
Canada,2001,10599,"Poultry, live except domestic fowls, > 185 grams",Import,3053,4849.0,No Quantity,,01_live_animals
Canada,2001,10599,"Poultry, live except domestic fowls, > 185 grams",Export,5326563,594707.0,No Quantity,,01_live_animals
Canada,2001,10600,"Animals, live, except farm animals",Import,16867886,542196.0,No Quantity,,01_live_animals
Canada,2001,10600,"Animals, live, except farm animals",Export,36629972,1489925.0,No Quantity,,01_live_animals
Canada,2001,10600,"Animals, live, except farm animals",Re-Export,413580,16809.0,No Quantity,,01_live_animals
Canada,2001,10600,"Animals, live, except farm animals",Re-Import,52,2.0,No Quantity,,01_live_animals
Canada,2000,10111,"Horses, live pure-bred breeding",Re-Import,64293,14.0,No Quantity,,01_live_animals
Canada,2000,10111,"Horses, live pure-bred breeding",Import,1524842,219.0,No Quantity,,01_live_animals
Canada,2000,10111,"Horses, live pure-bred breeding",Re-Export,213166,8.0,Number of items,28.0,01_live_animals
Canada,2000,10111,"Horses, live pure-bred breeding",Export,2894406,715.0,Number of items,379.0,01_live_animals
Canada,2000,10119,"Horses, live except pure-bred breeding",Re-Export,1095344,122.0,No Quantity,,01_live_animals
Canada,2000,10119,"Horses, live except pure-bred breeding",Export,33871795,17155.0,No Quantity,,01_live_animals
Canada,2000,10119,"Horses, live except pure-bred breeding",Re-Import,59435,14.0,Number of items,6.0,01_live_animals
Canada,2000,10119,"Horses, live except pure-bred breeding",Import,32833224,26753.0,Number of items,3299.0,01_live_animals
Canada,2000,10120,"Asses, mules and hinnies, live",Export,64142,1802.0,No Quantity,,01_live_animals
Canada,2000,10120,"Asses, mules and hinnies, live",Import,78840,281.0,No Quantity,,01_live_animals
Canada,2000,10210,"Bovine animals, live pure-bred breeding",Re-Import,2931,3.0,No Quantity,,01_live_animals
Canada,2000,10210,"Bovine animals, live pure-bred breeding",Import,2344650,1253.0,No Quantity,,01_live_animals
Canada,2000,10210,"Bovine animals, live pure-bred breeding",Export,7973552,6193.0,Number of items,5516.0,01_live_animals
Canada,2000,10290,"Bovine animals, live, except pure-bred breeding",Re-Import,2962,4.0,No Quantity,,01_live_animals
Canada,2000,10290,"Bovine animals, live, except pure-bred breeding",Import,177977375,351631.0,No Quantity,,01_live_animals
Canada,2000,10290,"Bovine animals, live, except pure-bred breeding",Export,758046662,962557.0,Number of items,1917911.0,01_live_animals
Canada,2000,10310,"Swine, live pure-bred breeding",Export,1242600,5317.0,No Quantity,,01_live_animals
Canada,2000,10310,"Swine, live pure-bred breeding",Import,766535,2108.0,No Quantity,,01_live_animals
Canada,2000,10391,"Swine, live except pure-bred breeding < 50 kg",Export,73402999,2335848.0,No Quantity,,01_live_animals
Canada,2000,10391,"Swine, live except pure-bred breeding < 50 kg",Import,151933,4023.0,No Quantity,,01_live_animals
Canada,2000,10392,"Swine, live except pure-bred breeding > 50 kg",Export,226331959,2018517.0,No Quantity,,01_live_animals
Canada,2000,10392,"Swine, live except pure-bred breeding > 50 kg",Import,193713,1617.0,No Quantity,,01_live_animals
Canada,2000,10410,"Sheep, live",Export,5565412,51700.0,No Quantity,,01_live_animals
Canada,2000,10410,"Sheep, live",Import,279497,2802.0,No Quantity,,01_live_animals
Canada,2000,10420,"Goats, live",Export,366050,1909.0,No Quantity,,01_live_animals
Canada,2000,10420,"Goats, live",Import,260649,6521.0,No Quantity,,01_live_animals
Canada,2000,10511,"Fowls, live domestic < 185 grams",Export,4642114,4013836.0,Number of items,1734692.0,01_live_animals
Canada,2000,10511,"Fowls, live domestic < 185 grams",Import,19958442,20664735.0,Number of items,7946940.0,01_live_animals
Canada,2000,10519,"Poultry, live except domestic fowls, < 185 grams",Re-Import,388,607.0,No Quantity,,01_live_animals
Canada,2000,10519,"Poultry, live except domestic fowls, < 185 grams",Export,15236666,7467577.0,No Quantity,,01_live_animals
Canada,2000,10519,"Poultry, live except domestic fowls, < 185 grams",Import,5984359,5398100.0,No Quantity,,01_live_animals
Canada,2000,10591,"Fowls, live domestic > 185 grams",Export,25128,9770.0,No Quantity,,01_live_animals
Canada,2000,10591,"Fowls, live domestic > 185 grams",Import,2599863,5741989.0,No Quantity,,01_live_animals
Canada,2000,10599,"Poultry, live except domestic fowls, > 185 grams",Export,3925981,475666.0,No Quantity,,01_live_animals
